Query,MLSR_ID,Change_in_Requirements
Show me requirements that comply with Monitor devices/ software/ users/ connections to detect suspicious operations .,MLSR307_304,"MLSR049_805: employ mechanism to detect presence of unauthorized hardware, software, and firmware
MLSR049_2111: implement host-based monitoring at system components
MLSR065_122: build capabilities to detect, revoke and trace evidence for actions in event of theft of credentials
MLSR050_108: control and monitor user-installed software
MLSR050_215: identify unauthorized use of organizational systems
MLSR074_560: implement controls that prevent or detect use of malicious websites
MLSR092_163: detect anomalies and switches from standard operating mode to a safe failsafe mode by implementing attack sensors
MLSR049_1972: implement honeyclients to seek and identify malicious websites/code  [Medical Facility]
MLSR049_2069: monitor system to detect attacks and indicators of potential attacks [Medical Facility]
MLSR049_2070: deploy monitoring devices to track specific types of transactions of interest [Medical Facility]
MLSR049_2071: heighten system monitoring activity whenever there is increase in risk to operations and assets [Medical Facility]
MLSR050_182: monitor security controls to ensure continued effectiveness [Medical Facility]
MLSR050_211: monitor security alerts and advisories [Medical Facility]
MLSR307_304: use file-integrity monitoring or change-detection systems to check for changes to log files, and notify when such changes are noted"
Show me security requirements for Develop feature to detect and prevent unacceptable mobile code execution.,MLSR049_1872,"MLSR049_1872: identify unacceptable mobile code and take corrective actions
MLSR049_1875: detect and prevent download and also execution of unacceptable mobile code
MLSR049_1876: detect and prevent automatic execution of mobile code
MLSR049_1878: detect and allow execution of permitted mobile code only in confined VM
MLSR050_202: control and monitor use of mobile code
MLSR049_1870: define acceptable and unacceptable mobile code and mobile code technologies
MLSR065_59: deploy secure configuration to allow execution of authorized mobile code "
What are the requirements for Develop feature to detect and prevent unacceptable mobile code execution?,MLSR049_1872,"MLSR049_1872: identify unacceptable mobile code and take corrective actions
MLSR049_1875: detect and prevent download and also execution of unacceptable mobile code
MLSR049_1876: detect and prevent automatic execution of mobile code
MLSR049_1878: detect and allow execution of permitted mobile code only in confined VM
MLSR050_202: control and monitor use of mobile code
MLSR049_1870: define acceptable and unacceptable mobile code and mobile code technologies
MLSR065_59: deploy secure configuration to allow execution of authorized mobile code "
What are the requirements for Develop feature to detect and prevent unacceptable mobile code execution?,MLSR049_1872,"MLSR049_1872: identify unacceptable mobile code and take corrective actions
MLSR049_1875: detect and prevent download and also execution of unacceptable mobile code
MLSR049_1876: detect and prevent automatic execution of mobile code
MLSR049_1878: detect and allow execution of permitted mobile code only in confined VM
MLSR050_202: control and monitor use of mobile code
MLSR049_1870: define acceptable and unacceptable mobile code and mobile code technologies
MLSR065_59: deploy secure configuration to allow execution of authorized mobile code "
"Give me requirements related to Employ mechanisms to identify and monitor individuals posing threats to security
.",MLSR049_2107,"MLSR049_2105: implement monitoring of individuals identified by sources as posing an increased level of risk
MLSR049_2107: implement monitoring of privileged users
MLSR049_2108: implement monitoring of individuals during probationary period
MLSR055_279: analyze user activity patterns if suddenly 100 percent of available bandwidth is used"
"Do we have any requirements for Employ mechanisms to identify and monitor individuals posing threats to security
 compliance?",MLSR049_2107,"MLSR049_2105: implement monitoring of individuals identified by sources as posing an increased level of risk
MLSR049_2107: implement monitoring of privileged users
MLSR049_2108: implement monitoring of individuals during probationary period
MLSR055_279: analyze user activity patterns if suddenly 100 percent of available bandwidth is used"
"What are the requirements for Employ mechanisms to identify and monitor individuals posing threats to security
?",MLSR049_2107,"MLSR049_2105: implement monitoring of individuals identified by sources as posing an increased level of risk
MLSR049_2107: implement monitoring of privileged users
MLSR049_2108: implement monitoring of individuals during probationary period
MLSR055_279: analyze user activity patterns if suddenly 100 percent of available bandwidth is used"
What are the requirements for Develop feature in system to alert authorized personnel for unusual activities?,MLSR049_2080,"MLSR049_833: alert authorized user/role upon detection of unauthorized software installation
MLSR049_2073: provide system monitoring information to authorized personnel periodically
MLSR049_2080: alert authorized personnel when potential compromise occur
MLSR049_2083: notify detected suspicious events to incident response personnel
MLSR049_2092: alert security personnel of unusual activities 
MLSR049_2135: detect and notify authorized person upon discovering discrepancies
MLSR065_152: report anomalies and security events to customer on cloud environment
MLSR076_179:  implement mechanism that support detection of security incidents as part of incident reporting
MLSR076_181: detect and report security incidents to authorized individuals
MLSR050_128: report incidents to designated officials
MLSR074_319: raise security event if breach of log-on controls are detected
MLSR092_149: monitor correct operation of device and alert if critical impact of operation is detected 
MLSR105_93: design to notify users upon detection of potential cybersecurity breach
MLSR102_84: detect, notify and log cyber security issues and raise alarm when at risk
MLSR078_199: notify authority and report forensic evidence and corrective actions in mission-critical situations
MLSR310_131: implement effective monitoring of logs and alert if suspicious activities are detected
MLSR310_29_1: log all failures and alert administrators when credential stuffing and brute force attacks are detected
MLSR310_77: log access control failures and alert admins for repeated failures
"
I need a requirement for Develop feature in system to alert authorized personnel for unusual activities.,MLSR049_2080,"MLSR049_833: alert authorized user/role upon detection of unauthorized software installation
MLSR049_2073: provide system monitoring information to authorized personnel periodically
MLSR049_2080: alert authorized personnel when potential compromise occur
MLSR049_2083: notify detected suspicious events to incident response personnel
MLSR049_2092: alert security personnel of unusual activities 
MLSR049_2135: detect and notify authorized person upon discovering discrepancies
MLSR065_152: report anomalies and security events to customer on cloud environment
MLSR076_179:  implement mechanism that support detection of security incidents as part of incident reporting
MLSR076_181: detect and report security incidents to authorized individuals
MLSR050_128: report incidents to designated officials
MLSR074_319: raise security event if breach of log-on controls are detected
MLSR092_149: monitor correct operation of device and alert if critical impact of operation is detected 
MLSR105_93: design to notify users upon detection of potential cybersecurity breach
MLSR102_84: detect, notify and log cyber security issues and raise alarm when at risk
MLSR078_199: notify authority and report forensic evidence and corrective actions in mission-critical situations
MLSR310_131: implement effective monitoring of logs and alert if suspicious activities are detected
MLSR310_29_1: log all failures and alert administrators when credential stuffing and brute force attacks are detected
MLSR310_77: log access control failures and alert admins for repeated failures
"
Fetch requirements mapped to Develop feature in system to alert authorized personnel for unusual activities.,MLSR049_2080,"MLSR049_833: alert authorized user/role upon detection of unauthorized software installation
MLSR049_2073: provide system monitoring information to authorized personnel periodically
MLSR049_2080: alert authorized personnel when potential compromise occur
MLSR049_2083: notify detected suspicious events to incident response personnel
MLSR049_2092: alert security personnel of unusual activities 
MLSR049_2135: detect and notify authorized person upon discovering discrepancies
MLSR065_152: report anomalies and security events to customer on cloud environment
MLSR076_179:  implement mechanism that support detection of security incidents as part of incident reporting
MLSR076_181: detect and report security incidents to authorized individuals
MLSR050_128: report incidents to designated officials
MLSR074_319: raise security event if breach of log-on controls are detected
MLSR092_149: monitor correct operation of device and alert if critical impact of operation is detected 
MLSR105_93: design to notify users upon detection of potential cybersecurity breach
MLSR102_84: detect, notify and log cyber security issues and raise alarm when at risk
MLSR078_199: notify authority and report forensic evidence and corrective actions in mission-critical situations
MLSR310_131: implement effective monitoring of logs and alert if suspicious activities are detected
MLSR310_29_1: log all failures and alert administrators when credential stuffing and brute force attacks are detected
MLSR310_77: log access control failures and alert admins for repeated failures
"
Fetch requirements mapped to Implement mechanisms to monitor third-party services for handling incidents.,MLSR065_153,"MLSR065_153: build capability for third party real time security monitoring (RTSM) services on cloud for incident management
MLSR065_154: run real time security monitoring (RTSM) services on cloud for incident management"
Do we have security requirements for Implement mechanisms to monitor third-party services for handling incidents in place?,MLSR065_153,"MLSR065_153: build capability for third party real time security monitoring (RTSM) services on cloud for incident management
MLSR065_154: run real time security monitoring (RTSM) services on cloud for incident management"
I need a requirement for secure Implement mechanisms to monitor third-party services for handling incidents.,MLSR065_153,"MLSR065_153: build capability for third party real time security monitoring (RTSM) services on cloud for incident management
MLSR065_154: run real time security monitoring (RTSM) services on cloud for incident management"
Do we have any requirements for Implement secure network for mobile devices compliance?,MLSR312_65,"MLSR312_65: ensure to use VPNs via APIs supported by mobile platforms to provide confidentiality protection
MLSR312_138: implement VPN as well as mutual authentication to verify  identities of endpoints before transmitting data
MLSR305_62: implement strong encryption for data communications(TLS) between mobile device and organization
MLSR309_43: implement TLS, DTLS, HTTPS to provide trusted communication channel between MDM agent and MDM server
MLSR309_34: ensure IT infrastructure provides security for network that is available to mobile devices
MLSR309_47: permit only MDM agent and MDM Server and Mobile Application Store(MAS) Server to initiate communication via trusted channel."
Give me all the requirements linked to Implement secure network for mobile devices.,MLSR312_65,"MLSR312_65: ensure to use VPNs via APIs supported by mobile platforms to provide confidentiality protection
MLSR312_138: implement VPN as well as mutual authentication to verify  identities of endpoints before transmitting data
MLSR305_62: implement strong encryption for data communications(TLS) between mobile device and organization
MLSR309_43: implement TLS, DTLS, HTTPS to provide trusted communication channel between MDM agent and MDM server
MLSR309_34: ensure IT infrastructure provides security for network that is available to mobile devices
MLSR309_47: permit only MDM agent and MDM Server and Mobile Application Store(MAS) Server to initiate communication via trusted channel."
Fetch requirements mapped to Implement secure network for mobile devices.,MLSR312_65,"MLSR312_65: ensure to use VPNs via APIs supported by mobile platforms to provide confidentiality protection
MLSR312_138: implement VPN as well as mutual authentication to verify  identities of endpoints before transmitting data
MLSR305_62: implement strong encryption for data communications(TLS) between mobile device and organization
MLSR309_43: implement TLS, DTLS, HTTPS to provide trusted communication channel between MDM agent and MDM server
MLSR309_34: ensure IT infrastructure provides security for network that is available to mobile devices
MLSR309_47: permit only MDM agent and MDM Server and Mobile Application Store(MAS) Server to initiate communication via trusted channel."
What are the requirements for Implement secure (SSL/TLS) communication in microservices?,MLSR311_85,"MLSR311_85: ensure communication between an application service and a service registry occurs through a secure communication protocol HTTPS or TLS
MLSR311_95: ensure to create keep-alive TLS connections for  frequently interacting services
MLSR311_108: protect network connection between load balancer and microservice platform
MLSR311_126: securely channel all traffic information to a monitoring application for detecting attacks"
Show me security requirements for Implement secure (SSL/TLS) communication in microservices.,MLSR311_85,"MLSR311_85: ensure communication between an application service and a service registry occurs through a secure communication protocol HTTPS or TLS
MLSR311_95: ensure to create keep-alive TLS connections for  frequently interacting services
MLSR311_108: protect network connection between load balancer and microservice platform
MLSR311_126: securely channel all traffic information to a monitoring application for detecting attacks"
Show me security requirements for Implement secure (SSL/TLS) communication in microservices.,MLSR311_85,"MLSR311_85: ensure communication between an application service and a service registry occurs through a secure communication protocol HTTPS or TLS
MLSR311_95: ensure to create keep-alive TLS connections for  frequently interacting services
MLSR311_108: protect network connection between load balancer and microservice platform
MLSR311_126: securely channel all traffic information to a monitoring application for detecting attacks"
Show me security requirements for Implement secure (SSL/TLS) communication to prevent unauthorized access of information.,MLSR079_1309,"MLSR079_1309: encrypt all communications over Internet with SSL
MLSR076_121: authenticate network servers and clients using TLS
MLSR076_140: implement secure communication paths between source and destination
MLSR080_541: enforce network administrators to use SSH to remotely control web and other types of servers
MLSR103_52: implement secure communication channel for data transfer to and from device
MLSR310_46: encrypt all data in transit with secure protocols such as TLS with PFS ciphers
MLSR302_170: establish authenticated protected channel between biometric sensor and verifier
MLSR302_182: ensure all transmission of biometrics are over authenticated protected channel if biometric comparison is performed centrally
MLSR302_189: ensure verifier impersonation-resistant authentication protocol establishes authenticated protected channel with verifier 
MLSR302_193: ensure communications between verifier and CSP occurs through mutually-authenticated secure channel (TLS) using approved cryptography
MLSR302_275: ensure secrets used for session binding are sent to and received from device using authenticated protected channel
MLSR302_277: ensure secrets used for session binding are not available to insecure communications between host and subscriber’s endpoint
MLSR302_277: prohibit authenticated sessions from falling back to an insecure transport, such as from https to http
MLSR049_259: implement secure communication between different security domains by using signature/token
MLSR049_1830: establish trusted communication path between user and security functions
MLSR049_1832: establish trusted communication path, logically isolated and distinguishable from other paths
MLSR074_764: ensure communications path between all involved parties is encrypted and protocols used to communicate between all involved parties are secured"
I need a requirement for secure Implement secure (SSL/TLS) communication to prevent unauthorized access of information.,MLSR079_1309,"MLSR079_1309: encrypt all communications over Internet with SSL
MLSR076_121: authenticate network servers and clients using TLS
MLSR076_140: implement secure communication paths between source and destination
MLSR080_541: enforce network administrators to use SSH to remotely control web and other types of servers
MLSR103_52: implement secure communication channel for data transfer to and from device
MLSR310_46: encrypt all data in transit with secure protocols such as TLS with PFS ciphers
MLSR302_170: establish authenticated protected channel between biometric sensor and verifier
MLSR302_182: ensure all transmission of biometrics are over authenticated protected channel if biometric comparison is performed centrally
MLSR302_189: ensure verifier impersonation-resistant authentication protocol establishes authenticated protected channel with verifier 
MLSR302_193: ensure communications between verifier and CSP occurs through mutually-authenticated secure channel (TLS) using approved cryptography
MLSR302_275: ensure secrets used for session binding are sent to and received from device using authenticated protected channel
MLSR302_277: ensure secrets used for session binding are not available to insecure communications between host and subscriber’s endpoint
MLSR302_277: prohibit authenticated sessions from falling back to an insecure transport, such as from https to http
MLSR049_259: implement secure communication between different security domains by using signature/token
MLSR049_1830: establish trusted communication path between user and security functions
MLSR049_1832: establish trusted communication path, logically isolated and distinguishable from other paths
MLSR074_764: ensure communications path between all involved parties is encrypted and protocols used to communicate between all involved parties are secured"
What are the requirements for Implement secure (SSL/TLS) communication to prevent unauthorized access of information?,MLSR079_1309,"MLSR079_1309: encrypt all communications over Internet with SSL
MLSR076_121: authenticate network servers and clients using TLS
MLSR076_140: implement secure communication paths between source and destination
MLSR080_541: enforce network administrators to use SSH to remotely control web and other types of servers
MLSR103_52: implement secure communication channel for data transfer to and from device
MLSR310_46: encrypt all data in transit with secure protocols such as TLS with PFS ciphers
MLSR302_170: establish authenticated protected channel between biometric sensor and verifier
MLSR302_182: ensure all transmission of biometrics are over authenticated protected channel if biometric comparison is performed centrally
MLSR302_189: ensure verifier impersonation-resistant authentication protocol establishes authenticated protected channel with verifier 
MLSR302_193: ensure communications between verifier and CSP occurs through mutually-authenticated secure channel (TLS) using approved cryptography
MLSR302_275: ensure secrets used for session binding are sent to and received from device using authenticated protected channel
MLSR302_277: ensure secrets used for session binding are not available to insecure communications between host and subscriber’s endpoint
MLSR302_277: prohibit authenticated sessions from falling back to an insecure transport, such as from https to http
MLSR049_259: implement secure communication between different security domains by using signature/token
MLSR049_1830: establish trusted communication path between user and security functions
MLSR049_1832: establish trusted communication path, logically isolated and distinguishable from other paths
MLSR074_764: ensure communications path between all involved parties is encrypted and protocols used to communicate between all involved parties are secured"
Fetch requirements mapped to Employ mechanism for disposal of data during transfer and removal of equipment.,MLSR065_41,"MLSR065_41: ensure provider fully erases storage, memory and data traces before machines are reallocated
MLSR065_193: clean data on equipment before equipment is sent for repair
MLSR050_137: sanitize CUI stored in equipment before removed for off-site maintenance
MLSR074_489: ensure to maintain log when off-premises equipment is transferred among different individuals or external parties
MLSR074_494: remove sensitive data from equipment containing storage media prior to disposal or re-use
MLSR088_87: perform data scrubbing on equipment prior to shipping back to factory
MLSR043_172 : ensure to erase health data prior to storage devices being decommissioned such that it is irreversible
MLSR016_132: erase all user defined configuration data, sensitive data, PII at time of decommissioning
MLSR222_1524:  design devices to facilitate safe disposal 
MLSR049_1707: dispose system components using defined techniques"
Give me all the requirements linked to Employ mechanism for disposal of data during transfer and removal of equipment.,MLSR065_41,"MLSR065_41: ensure provider fully erases storage, memory and data traces before machines are reallocated
MLSR065_193: clean data on equipment before equipment is sent for repair
MLSR050_137: sanitize CUI stored in equipment before removed for off-site maintenance
MLSR074_489: ensure to maintain log when off-premises equipment is transferred among different individuals or external parties
MLSR074_494: remove sensitive data from equipment containing storage media prior to disposal or re-use
MLSR088_87: perform data scrubbing on equipment prior to shipping back to factory
MLSR043_172 : ensure to erase health data prior to storage devices being decommissioned such that it is irreversible
MLSR016_132: erase all user defined configuration data, sensitive data, PII at time of decommissioning
MLSR222_1524:  design devices to facilitate safe disposal 
MLSR049_1707: dispose system components using defined techniques"
I need a requirement for secure Employ mechanism for disposal of data during transfer and removal of equipment.,MLSR065_41,"MLSR065_41: ensure provider fully erases storage, memory and data traces before machines are reallocated
MLSR065_193: clean data on equipment before equipment is sent for repair
MLSR050_137: sanitize CUI stored in equipment before removed for off-site maintenance
MLSR074_489: ensure to maintain log when off-premises equipment is transferred among different individuals or external parties
MLSR074_494: remove sensitive data from equipment containing storage media prior to disposal or re-use
MLSR088_87: perform data scrubbing on equipment prior to shipping back to factory
MLSR043_172 : ensure to erase health data prior to storage devices being decommissioned such that it is irreversible
MLSR016_132: erase all user defined configuration data, sensitive data, PII at time of decommissioning
MLSR222_1524:  design devices to facilitate safe disposal 
MLSR049_1707: dispose system components using defined techniques"
"Give me all the requirements linked to Maintain separate development, testing and production environment for protection of information.",MLSR065_56,"MLSR065_56: maintain separate environment for development, test and operational environment
MLSR074_546: have development and operational software run on different systems or computer processors and in different domains or directories
MLSR074_547: test application changes in testing or staging environment prior to being applied to operational systems
MLSR074_549: ensure compilers, editors and other development tools are not accessible from operational systems when not required
MLSR074_550: ensure users use different user profiles for operational and testing systems
MLSR074_620: ensure operational systems only hold approved executable code and not development code or compilers
MLSR037_478: separate development and testing environments for health information systems
MLSR301_182: maintain separate environments for development, test, production, and other scenarios, each with specific controls for container deployment
MLSR307_159: implement separation of duties between development/test and production environments
MLSR307_160: prohibit to use production data for testing or development"
"Do we have any requirements for Maintain separate development, testing and production environment for protection of information compliance?",MLSR065_56,"MLSR065_56: maintain separate environment for development, test and operational environment
MLSR074_546: have development and operational software run on different systems or computer processors and in different domains or directories
MLSR074_547: test application changes in testing or staging environment prior to being applied to operational systems
MLSR074_549: ensure compilers, editors and other development tools are not accessible from operational systems when not required
MLSR074_550: ensure users use different user profiles for operational and testing systems
MLSR074_620: ensure operational systems only hold approved executable code and not development code or compilers
MLSR037_478: separate development and testing environments for health information systems
MLSR301_182: maintain separate environments for development, test, production, and other scenarios, each with specific controls for container deployment
MLSR307_159: implement separation of duties between development/test and production environments
MLSR307_160: prohibit to use production data for testing or development"
"What are the requirements for Maintain separate development, testing and production environment for protection of information?",MLSR065_56,"MLSR065_56: maintain separate environment for development, test and operational environment
MLSR074_546: have development and operational software run on different systems or computer processors and in different domains or directories
MLSR074_547: test application changes in testing or staging environment prior to being applied to operational systems
MLSR074_549: ensure compilers, editors and other development tools are not accessible from operational systems when not required
MLSR074_550: ensure users use different user profiles for operational and testing systems
MLSR074_620: ensure operational systems only hold approved executable code and not development code or compilers
MLSR037_478: separate development and testing environments for health information systems
MLSR301_182: maintain separate environments for development, test, production, and other scenarios, each with specific controls for container deployment
MLSR307_159: implement separation of duties between development/test and production environments
MLSR307_160: prohibit to use production data for testing or development"
Show me requirements that comply with Implement mechanism to keep applications safe and provide continued operations in cloud.,MLSR065_69,"MLSR065_69: employ security mechanisms to keep applications safe in cloud
MLSR065_74: ensure application architecture support continued operation from cloud even when company is separated from service provider 
MLSR065_75: use specific security configuration to secure virtual network infrastructure in cloud
MLSR065_137: use standardized API interfaces while using software as a service"
Do we have any requirements for Implement mechanism to keep applications safe and provide continued operations in cloud compliance?,MLSR065_69,"MLSR065_69: employ security mechanisms to keep applications safe in cloud
MLSR065_74: ensure application architecture support continued operation from cloud even when company is separated from service provider 
MLSR065_75: use specific security configuration to secure virtual network infrastructure in cloud
MLSR065_137: use standardized API interfaces while using software as a service"
I need a requirement for secure Implement mechanism to keep applications safe and provide continued operations in cloud.,MLSR065_69,"MLSR065_69: employ security mechanisms to keep applications safe in cloud
MLSR065_74: ensure application architecture support continued operation from cloud even when company is separated from service provider 
MLSR065_75: use specific security configuration to secure virtual network infrastructure in cloud
MLSR065_137: use standardized API interfaces while using software as a service"
Show me requirements that comply with Develop feature in system to control access in an emergency situation.,MLSR065_98,"MLSR065_98: implement changes in administrator privileges and roles to allow for extraordinary access in emergency
MLSR080_236: allow simple emergency password for emergency access
MLSR088_94: allow clinical user to access health data without personal user id and authentication during emergency situations
MLSR088_97: allow administrator to enable/disable any emergency functionalities
MLSR088_93: ensure that access to protected heath data is possible in case of emergency situation
MLSR208_75: allow users access in emergency
MLSR043_133: allow administrator to enable/disable emergency functionalities
MLSR043_131: capable to detect emergency access, record and report immediately 
MLSR043_131: notify to system administrator or medical staff when emergency access is used
MLSR043_132: record self-attested user identification without authentication during emergency access 
MLSR076_104: implement procedure for emergency access to obtain electronic PHI data
MLSR043_130: allow to access health data without personal user id and authentication during an emergency "
Do we have security requirements for Develop feature in system to control access in an emergency situation in place?,MLSR065_98,"MLSR065_98: implement changes in administrator privileges and roles to allow for extraordinary access in emergency
MLSR080_236: allow simple emergency password for emergency access
MLSR088_94: allow clinical user to access health data without personal user id and authentication during emergency situations
MLSR088_97: allow administrator to enable/disable any emergency functionalities
MLSR088_93: ensure that access to protected heath data is possible in case of emergency situation
MLSR208_75: allow users access in emergency
MLSR043_133: allow administrator to enable/disable emergency functionalities
MLSR043_131: capable to detect emergency access, record and report immediately 
MLSR043_131: notify to system administrator or medical staff when emergency access is used
MLSR043_132: record self-attested user identification without authentication during emergency access 
MLSR076_104: implement procedure for emergency access to obtain electronic PHI data
MLSR043_130: allow to access health data without personal user id and authentication during an emergency "
Give me requirements related to Develop feature in system to control access in an emergency situation.,MLSR065_98,"MLSR065_98: implement changes in administrator privileges and roles to allow for extraordinary access in emergency
MLSR080_236: allow simple emergency password for emergency access
MLSR088_94: allow clinical user to access health data without personal user id and authentication during emergency situations
MLSR088_97: allow administrator to enable/disable any emergency functionalities
MLSR088_93: ensure that access to protected heath data is possible in case of emergency situation
MLSR208_75: allow users access in emergency
MLSR043_133: allow administrator to enable/disable emergency functionalities
MLSR043_131: capable to detect emergency access, record and report immediately 
MLSR043_131: notify to system administrator or medical staff when emergency access is used
MLSR043_132: record self-attested user identification without authentication during emergency access 
MLSR076_104: implement procedure for emergency access to obtain electronic PHI data
MLSR043_130: allow to access health data without personal user id and authentication during an emergency "
Give me all the requirements linked to Develop feature in system to verify interoperability and adhere to standard data format.,MLSR074_1029,"MLSR074_1029: ensure data can be retrieved in acceptable format from data storage systems
MLSR104_29: consider level of interoperability for interface and use interfaces as it is intended
MLSR104_43: design interoperable device to mitigate risks associated with failures or malfunctions 
MLSR104_50: validate interoperable devices by verifying data corruption, fail safe states and safe operations
MLSR210_160: ensure interoperability with devices and do not impair specified performance of device
MLSR222_1522: design devices that are intended to be operated together with other devices with interoperability and compatibility
MLSR310_58: use less complex data formats such as JSON wherever applicable
MLSR055_376: ensure standardization of data schema for each category and classification of data collected
MLSR055_376_1: ensure standardization of data format to ease sharing and improve storage, transmission, handling and interoperability between systems
MLSR055_376_2: ensure standardization of basic data processing functionality and algorithms used"
Do we have security requirements for Develop feature in system to verify interoperability and adhere to standard data format in place?,MLSR074_1029,"MLSR074_1029: ensure data can be retrieved in acceptable format from data storage systems
MLSR104_29: consider level of interoperability for interface and use interfaces as it is intended
MLSR104_43: design interoperable device to mitigate risks associated with failures or malfunctions 
MLSR104_50: validate interoperable devices by verifying data corruption, fail safe states and safe operations
MLSR210_160: ensure interoperability with devices and do not impair specified performance of device
MLSR222_1522: design devices that are intended to be operated together with other devices with interoperability and compatibility
MLSR310_58: use less complex data formats such as JSON wherever applicable
MLSR055_376: ensure standardization of data schema for each category and classification of data collected
MLSR055_376_1: ensure standardization of data format to ease sharing and improve storage, transmission, handling and interoperability between systems
MLSR055_376_2: ensure standardization of basic data processing functionality and algorithms used"
Fetch requirements mapped to Develop feature in system to verify interoperability and adhere to standard data format.,MLSR074_1029,"MLSR074_1029: ensure data can be retrieved in acceptable format from data storage systems
MLSR104_29: consider level of interoperability for interface and use interfaces as it is intended
MLSR104_43: design interoperable device to mitigate risks associated with failures or malfunctions 
MLSR104_50: validate interoperable devices by verifying data corruption, fail safe states and safe operations
MLSR210_160: ensure interoperability with devices and do not impair specified performance of device
MLSR222_1522: design devices that are intended to be operated together with other devices with interoperability and compatibility
MLSR310_58: use less complex data formats such as JSON wherever applicable
MLSR055_376: ensure standardization of data schema for each category and classification of data collected
MLSR055_376_1: ensure standardization of data format to ease sharing and improve storage, transmission, handling and interoperability between systems
MLSR055_376_2: ensure standardization of basic data processing functionality and algorithms used"
Give me requirements related to Classify assets based on security and segregate systems.,MLSR065_135,MLSR065_135: employ appropriate segregation between systems that have different security classifications of assets
Show me security requirements for Classify assets based on security and segregate systems.,MLSR065_135,MLSR065_135: employ appropriate segregation between systems that have different security classifications of assets
I need a requirement for Classify assets based on security and segregate systems.,MLSR065_135,MLSR065_135: employ appropriate segregation between systems that have different security classifications of assets
Fetch requirements mapped to Develop feature in system to protect PHI data from unauthorized modification.,MLSR076_128,"MLSR076_128: store PHI securely such that it is accessible only by authenticated personnel 
MLSR074_1036: ensure privacy and protection of PHI as required in relevant legislation and regulation 
MLSR043_166: ensure health data stored on products or media stays secure proportionate to sensitivity and volume of data records on device
MLSR043_189: encrypt health data stored on medical device
MLSR043_200: provide integrity assurance to health data is maintained during transmission
MLSR043_195: provide assurance to health data confidentiality is maintained during transmission between authenticated nodes
MLSR043_82: clear health data from all displays during automatic log off
MLSR219_110: protect ePHI while transit over an electronic communications network
MLSR076_136: implement encryption to protect PHI data transmitted between systems
MLSR037_589: ensure confidentiality and integrity while transmitting PHI by electronic messaging
MLSR088_88: hide patient identity from clinical user, service engineers accessing health data
MLSR105_81: ensure confidentiality through use of encryption, for all data whose disclosure could lead to patient harm
MLSR219_40: protect uses or disclosures of ePHI that are not permitted by privacy rule"
I need a requirement for secure Develop feature in system to protect PHI data from unauthorized modification.,MLSR076_128,"MLSR076_128: store PHI securely such that it is accessible only by authenticated personnel 
MLSR074_1036: ensure privacy and protection of PHI as required in relevant legislation and regulation 
MLSR043_166: ensure health data stored on products or media stays secure proportionate to sensitivity and volume of data records on device
MLSR043_189: encrypt health data stored on medical device
MLSR043_200: provide integrity assurance to health data is maintained during transmission
MLSR043_195: provide assurance to health data confidentiality is maintained during transmission between authenticated nodes
MLSR043_82: clear health data from all displays during automatic log off
MLSR219_110: protect ePHI while transit over an electronic communications network
MLSR076_136: implement encryption to protect PHI data transmitted between systems
MLSR037_589: ensure confidentiality and integrity while transmitting PHI by electronic messaging
MLSR088_88: hide patient identity from clinical user, service engineers accessing health data
MLSR105_81: ensure confidentiality through use of encryption, for all data whose disclosure could lead to patient harm
MLSR219_40: protect uses or disclosures of ePHI that are not permitted by privacy rule"
Do we have any requirements for Develop feature in system to protect PHI data from unauthorized modification compliance?,MLSR076_128,"MLSR076_128: store PHI securely such that it is accessible only by authenticated personnel 
MLSR074_1036: ensure privacy and protection of PHI as required in relevant legislation and regulation 
MLSR043_166: ensure health data stored on products or media stays secure proportionate to sensitivity and volume of data records on device
MLSR043_189: encrypt health data stored on medical device
MLSR043_200: provide integrity assurance to health data is maintained during transmission
MLSR043_195: provide assurance to health data confidentiality is maintained during transmission between authenticated nodes
MLSR043_82: clear health data from all displays during automatic log off
MLSR219_110: protect ePHI while transit over an electronic communications network
MLSR076_136: implement encryption to protect PHI data transmitted between systems
MLSR037_589: ensure confidentiality and integrity while transmitting PHI by electronic messaging
MLSR088_88: hide patient identity from clinical user, service engineers accessing health data
MLSR105_81: ensure confidentiality through use of encryption, for all data whose disclosure could lead to patient harm
MLSR219_40: protect uses or disclosures of ePHI that are not permitted by privacy rule"
What are the requirements for Develop feature to encode data to ensure integrity?,MLSR076_328,"MLSR076_328: encode all data using well-established algorithms in a trusted environment

"
Show me requirements that comply with Develop feature to encode data to ensure integrity.,MLSR076_328,"MLSR076_328: encode all data using well-established algorithms in a trusted environment

"
Show me requirements that comply with Develop feature to encode data to ensure integrity.,MLSR076_328,"MLSR076_328: encode all data using well-established algorithms in a trusted environment

"
